IP,id,srcportb1024,type,srccnt,dstcnt
14.54.176.2,9725,0,1,0,1
14.54.176.14,9726,0,1,0,1
14.54.176.13,9727,0,1,0,1
14.54.176.10,9728,0,1,0,1
14.54.160.206,9729,0,2,1,0
14.54.144.207,9730,0,2,2,0
14.54.144.206,9731,0,2,1,0
14.54.140.74,9732,0,2,1,0
14.54.136.207,9733,0,2,1,0
14.54.136.206,9734,0,2,1,0
14.54.128.223,9735,0,2,1,0
14.54.128.207,9736,0,2,87,0
14.54.128.206,9737,0,2,138,0
14.54.128.199,9738,0,2,2,0
14.54.128.198,9739,0,2,1,0
14.54.116.7,9740,0,1,0,1
14.54.112.78,9741,0,1,0,1
14.54.112.7,9742,0,1,0,1
14.54.112.3,9743,0,1,0,1
14.54.0.207,9744,0,2,1,0
14.54.0.206,9745,0,2,1,0
14.53.236.185,9746,0,1,0,1
14.53.216.247,9747,0,1,0,1
14.53.138.193,9748,0,2,1,0
14.52.240.7,9749,0,1,0,1
14.52.240.19,9750,0,1,0,1
14.52.240.16,9751,0,1,0,0
14.52.240.10,9752,0,1,0,1
14.52.237.183,9753,0,1,0,1
14.52.236.57,9754,0,1,0,1
14.52.236.50,9755,0,1,0,1
14.52.236.185,9756,0,1,0,20
14.52.236.184,9757,0,1,0,3
14.52.236.183,9758,0,1,0,6
14.52.236.180,9759,0,1,0,2
14.52.236.179,9760,0,1,0,9
14.52.236.178,9761,0,1,0,6
14.52.236.176,9762,0,1,0,2
14.52.236.174,9763,0,1,0,8
14.52.236.173,9764,0,1,0,1
14.52.236.172,9765,0,1,0,3
14.52.236.146,9766,0,1,0,1
14.52.235.24,9767,0,1,0,3
14.52.235.221,9768,0,1,0,1
14.52.235.215,9769,0,1,0,1
14.52.235.200,9770,0,1,0,1
14.52.234.198,9771,0,1,0,1
14.52.232.178,9772,0,1,0,1
14.52.228.172,9773,0,1,0,1
14.52.227.24,9774,0,1,0,1
14.52.206.174,9775,0,2,1,0
14.52.206.132,9776,0,2,11,0
14.52.204.174,9777,0,2,3,0
14.52.189.137,9778,0,2,1,0
14.52.178.8,9779,0,2,1,0
14.52.178.7,9780,0,2,2,0
14.52.178.6,9781,0,2,1,0
14.52.176.6,9782,0,1,0,1
14.52.176.3,9783,0,2,2,0
14.52.176.238,9784,0,2,2,0
14.52.172.228,9785,0,2,1,0
14.52.172.185,9786,0,1,0,1
14.52.172.173,9787,0,1,0,1
14.52.171.81,9788,0,2,0,0
14.52.171.245,9789,0,2,3,0
14.52.169.200,9790,0,2,1,0
14.52.148.110,9791,0,2,1,0
14.52.140.75,9792,0,2,5,0
14.52.140.74,9793,0,2,6,0
14.52.140.244,9794,0,2,3,0
14.52.140.243,9795,0,2,2,0
14.52.140.240,9796,0,2,1,0
14.52.140.231,9797,0,2,2,0
14.52.140.230,9798,0,2,2,0
14.52.140.228,9799,0,2,1,0
14.52.140.226,9800,0,2,2,0
14.52.140.212,9801,0,2,1,0
14.52.140.210,9802,0,2,1,0
14.52.139.67,9803,0,2,1,0
14.52.138.3,9804,0,2,117,0
14.52.138.244,9805,0,2,1,0
14.52.138.21,9806,0,2,5,0
14.52.138.193,9807,0,2,2,0
14.52.138.191,9808,0,2,2,0
14.52.138.129,9809,0,2,1,0
14.52.138.11,9810,0,2,2,0
14.52.128.207,9811,0,2,1,0
14.52.128.206,9812,0,2,1,0
14.52.128.14,9813,0,2,1,0
14.52.128.13,9814,0,2,2,0
14.52.1.251,9815,0,2,1,0
14.51.128.206,9816,0,2,1,0
14.51.112.246,9817,0,2,1,0
14.50.240.4,9818,0,1,0,1
14.50.240.35,9819,0,1,0,1
14.50.219.221,9820,0,1,0,1
14.50.218.77,9821,0,1,0,1
14.50.218.221,9822,1,1,0,1
14.50.128.207,9823,0,2,1,0
14.50.112.26,9824,0,1,0,1
14.50.112.254,9825,0,2,1,0
14.50.112.246,9826,0,2,6,0
14.50.0.207,9827,0,2,1,0
14.5.216.221,9828,0,1,0,1
14.5.160.8,9829,0,1,0,1
14.48.236.185,9830,0,1,0,1
14.46.238.221,9831,1,1,0,1
14.46.236.253,9832,1,1,0,1
14.46.236.221,9833,6,3,14,7
14.46.236.217,9834,0,2,1,0
14.46.236.205,9835,0,2,1,0
14.46.232.221,9836,1,1,0,1
14.46.172.221,9837,0,2,1,0
14.44.236.221,9838,0,2,1,0
14.42.219.157,9839,0,1,0,1
14.4.236.189,9840,0,1,0,1
14.4.236.185,9841,0,1,0,1
14.39.248.221,9842,0,1,0,1
14.39.216.247,9843,5,3,20,5
14.39.216.243,9844,0,2,1,0
14.39.208.247,9845,1,1,0,1
14.39.152.247,9846,1,1,0,1
14.38.240.3,9847,0,1,0,2
14.38.240.17,9848,0,1,0,1
14.38.216.221,9849,0,2,1,0
14.38.216.205,9850,0,2,1,0
14.38.128.207,9851,0,2,2,0
14.38.128.206,9852,0,2,2,0
14.37.236.172,9853,0,1,0,1
14.37.216.222,9854,0,2,2,0
14.37.216.221,9855,1,3,1,2
14.37.200.221,9856,0,1,0,1
14.37.152.221,9857,0,1,0,1
14.36.236.185,9858,0,1,0,1
14.36.236.179,9859,0,1,0,1
14.36.160.246,9860,0,1,0,1
14.36.138.3,9861,0,2,2,0
14.35.216.93,9862,1,1,0,1
14.35.216.221,9863,0,2,1,0
14.33.88.221,9864,1,1,0,1
14.33.251.246,9865,0,2,1,0
14.33.219.254,9866,1,1,0,1
14.33.219.246,9867,18,3,20,18
14.33.218.246,9868,1,1,0,1
14.33.216.221,9869,15,3,15,17
14.33.216.220,9870,0,2,1,0
14.33.216.217,9871,0,2,1,0
14.33.216.213,9872,1,1,0,1
14.32.112.246,9873,0,2,1,0
14.32.11.205,9874,0,2,1,0
14.30.112.123,9875,0,1,0,1
14.3.28.140,9876,0,1,0,1
14.3.220.92,9877,0,2,1,0
14.3.220.71,9878,0,1,0,1
14.3.220.43,9879,0,2,1,0
14.3.220.29,9880,0,2,1,0
14.3.220.229,9881,0,3,1,3
14.3.220.223,9882,0,2,1,0
14.3.220.221,9883,1,1,0,1
14.3.220.19,9884,0,3,1,1
14.3.220.189,9885,0,1,0,1
14.3.220.184,9886,0,2,1,0
14.3.220.175,9887,0,2,1,0
14.3.220.174,9888,0,1,0,1
14.3.220.163,9889,0,2,1,0
14.3.220.16,9890,0,1,0,1
14.3.220.158,9891,0,2,1,0
14.3.220.147,9892,0,2,0,0
14.3.220.13,9893,0,3,1,1
14.3.220.12,9894,0,1,0,1
14.3.220.109,9895,0,1,0,1
14.3.220.104,9896,0,2,1,0
14.3.220.0,9897,0,2,1,0
14.3.204.96,9898,0,2,1,0
14.3.112.89,9899,0,1,0,1
14.28.249.225,9900,0,2,1,0
14.28.248.253,9901,0,2,3,0
14.28.248.249,9902,0,2,1,0
14.28.120.242,9903,0,2,1,0
14.26.248.253,9904,0,2,1,0
14.26.116.246,9905,1,1,0,1
14.26.112.89,9906,0,1,0,2
14.26.112.26,9907,0,2,1,0
14.26.112.246,9908,2,1,0,2
14.25.88.207,9909,0,2,2,0
14.25.88.206,9910,0,2,1,0
14.25.249.221,9911,0,2,2,0
14.25.248.253,9912,0,2,1,0
14.25.232.246,9913,0,2,1,0
14.25.120.206,9914,0,2,1,0
14.246.242.1,9915,0,1,0,1
14.244.217.221,9916,0,1,0,1
14.242.210.221,9917,1,1,0,1
14.24.97.212,9918,0,1,0,1
14.24.97.208,9919,0,1,0,1
14.24.88.222,9920,0,2,3,0
14.24.88.207,9921,0,2,85,0
14.24.88.206,9922,0,2,124,0
14.24.88.204,9923,0,2,2,0
14.24.88.202,9924,0,2,1,0
14.24.88.199,9925,0,2,1,0
14.24.80.207,9926,0,2,2,0
14.24.72.206,9927,0,2,1,0
14.24.252.230,9928,0,1,0,1
14.24.249.228,9929,0,2,2,0
14.24.249.225,9930,0,2,61,0
14.24.249.224,9931,0,2,1,0
14.24.249.221,9932,0,2,6,0
14.24.249.213,9933,0,2,1,0
14.24.248.71,9934,0,1,0,1
14.24.248.253,9935,5,3,70,5
14.24.248.250,9936,0,2,2,0
14.24.248.246,9937,1,3,1,1
14.24.248.242,9938,7,3,62,7
14.24.248.241,9939,0,2,1,0
14.24.248.226,9940,0,2,1,0
14.24.248.114,9941,1,1,0,1
14.24.241.225,9942,0,2,1,0
14.24.240.242,9943,0,2,1,0
14.24.24.207,9944,0,2,1,0
14.24.233.225,9945,0,2,2,0
14.24.217.221,9946,0,2,1,0
14.24.216.253,9947,1,3,2,1
14.24.216.242,9948,0,2,1,0
14.24.216.207,9949,0,2,1,0
14.24.216.206,9950,0,2,4,0
14.24.185.225,9951,0,2,1,0
14.24.184.242,9952,0,2,2,0
14.24.153.225,9953,0,2,1,0
14.24.126.102,9954,0,1,0,1
14.24.124.238,9955,0,1,0,1
14.24.124.231,9956,0,1,0,1
14.24.124.230,9957,0,1,0,1
14.24.121.225,9958,0,2,1,0
14.24.120.242,9959,0,2,2,0
14.22.96.26,9960,0,1,0,2
14.22.36.190,9961,0,1,0,1
14.22.32.190,9962,0,1,0,1
14.22.240.9,9963,0,1,0,1
14.22.240.19,9964,0,1,0,1
14.22.240.12,9965,0,1,0,1
14.22.216.221,9966,0,2,1,0
14.22.2.190,9967,0,1,0,1
14.22.128.207,9968,0,2,2,0
14.22.128.150,9969,0,1,0,1
14.22.114.3,9970,0,1,0,1
14.22.112.26,9971,0,1,0,1
14.22.112.247,9972,0,2,1,0
14.22.112.246,9973,1,3,4,1
14.22.112.214,9974,1,1,0,1
14.22.112.182,9975,1,1,0,1
14.22.112.154,9976,0,1,0,1
14.22.0.22,9977,0,1,0,1
14.22.0.190,9978,0,1,0,4
14.22.0.158,9979,0,1,0,1
14.22.0.157,9980,0,1,0,1
14.22.0.156,9981,0,1,0,1
14.214.216.221,9982,0,2,1,0
14.211.216.226,9983,0,1,0,1
14.210.216.221,9984,1,3,1,1
14.210.216.157,9985,0,1,0,1
14.210.112.246,9986,0,2,1,0
14.209.216.221,9987,1,3,2,3
14.207.105.107,9988,0,1,0,1
14.203.92.229,9989,0,2,1,0
14.20.4.11,9990,0,1,0,1
14.20.236.185,9991,0,1,0,1
14.20.236.174,9992,0,1,0,1
14.20.16.53,9993,1,1,0,1
14.20.112.246,9994,0,2,1,0
14.20.11.20,9995,0,1,0,1
14.20.1.31,9996,0,3,1,2
14.2.96.246,9997,1,1,0,1
14.2.112.247,9998,1,1,0,1
14.2.112.246,9999,0,3,3,1
14.195.240.2,10000,0,2,1,0
14.195.24.221,10001,0,2,1,0
14.195.222.229,10002,0,2,1,0
14.195.220.93,10003,0,2,1,0
14.195.220.82,10004,0,1,0,1
14.195.220.78,10005,0,1,0,1
14.195.220.57,10006,0,1,0,1
14.195.220.50,10007,0,2,1,0
14.195.220.25,10008,0,1,0,1
14.195.220.24,10009,0,1,0,1
14.195.220.229,10010,0,2,1,0
14.195.220.227,10011,0,2,1,0
14.195.220.225,10012,0,2,0,0
14.195.220.221,10013,0,2,3,0
14.195.220.172,10014,0,2,1,0
14.195.220.17,10015,0,2,1,0
14.195.220.16,10016,0,1,0,1
14.195.220.154,10017,0,2,1,0
14.195.220.141,10018,0,1,0,1
14.195.220.129,10019,0,3,1,1
14.195.220.128,10020,0,1,0,1
14.195.220.104,10021,0,2,1,0
14.195.219.152,10022,0,1,0,1
14.195.216.25,10023,0,1,0,1
14.195.216.226,10024,0,3,1,1
14.195.216.221,10025,1,1,0,1
14.195.204.165,10026,0,2,1,0
14.195.156.15,10027,0,2,1,0
14.195.112.3,10028,0,2,1,0
14.193.220.52,10029,0,2,1,0
14.193.218.79,10030,0,1,0,1
14.193.216.96,10031,0,2,1,0
14.193.216.39,10032,0,1,0,1
14.193.216.29,10033,0,2,1,0
14.193.216.245,10034,0,2,1,0
14.193.216.229,10035,0,2,1,0
14.193.216.226,10036,1,1,0,1
14.193.208.70,10037,0,1,0,1
14.193.152.76,10038,0,2,1,0
14.193.128.7,10039,0,1,0,1
14.193.128.29,10040,0,1,0,2
14.193.128.27,10041,0,1,0,1
14.193.128.22,10042,0,1,0,1
14.193.128.17,10043,0,1,0,1
14.193.128.13,10044,0,1,0,1
14.193.128.1,10045,0,1,0,1
14.193.0.5,10046,0,1,0,1
14.19.92.229,10047,0,1,0,1
14.19.220.133,10048,0,1,0,1
14.19.112.26,10049,0,2,1,0
14.19.112.247,10050,0,2,1,0
14.19.112.246,10051,2,3,3,2
14.19.112.241,10052,0,1,0,1
14.183.240.12,10053,0,1,0,1
14.183.128.207,10054,0,2,1,0
14.182.240.9,10055,0,1,0,1
14.182.240.80,10056,0,1,0,1
14.182.240.35,10057,0,1,0,1
14.182.240.19,10058,0,1,0,1
14.182.212.15,10059,0,1,0,1
14.182.176.9,10060,0,1,0,1
14.182.128.223,10061,0,2,1,0
14.182.128.222,10062,0,2,1,0
14.182.128.207,10063,0,2,2,0
14.182.128.206,10064,0,2,3,0
14.182.128.198,10065,0,2,1,0
14.180.236.179,10066,0,1,0,1
14.180.176.3,10067,0,2,1,0
14.180.140.230,10068,0,2,1,0
14.18.96.26,10069,0,1,0,1
14.18.96.246,10070,1,3,1,1
14.18.88.206,10071,0,2,1,0
14.18.80.90,10072,0,1,0,1
14.18.80.246,10073,0,2,1,0
14.18.80.243,10074,1,1,0,1
14.18.64.246,10075,4,1,0,4
14.18.48.26,10076,0,1,0,1
14.18.48.247,10077,0,2,1,0
14.18.48.246,10078,2,3,4,3
14.18.240.246,10079,1,3,4,1
14.18.240.241,10080,0,1,0,1
14.18.240.12,10081,0,1,0,1
14.18.220.144,10082,0,1,0,1
14.18.220.128,10083,0,2,1,0
14.18.216.221,10084,2,1,0,2
14.18.16.246,10085,0,2,1,0
14.18.124.222,10086,0,1,0,1
14.18.120.247,10087,1,3,1,1
14.18.120.246,10088,1,1,0,1
14.18.116.26,10089,0,1,0,1
14.18.116.246,10090,1,1,0,1
14.18.114.246,10091,4,1,0,4
14.18.114.24,10092,1,1,0,1
14.18.114.212,10093,0,1,0,1
14.18.113.26,10094,0,1,0,2
14.18.113.246,10095,4,1,0,4
14.18.113.242,10096,1,1,0,1
14.18.113.217,10097,0,1,0,1
14.18.113.113,10098,0,1,0,1
14.18.112.89,10099,0,1,0,6
14.18.112.88,10100,0,1,0,1
14.18.112.30,10101,1,1,0,4
14.18.112.26,10102,3,3,16,21
14.18.112.255,10103,0,1,0,1
14.18.112.254,10104,0,3,1,1
14.18.112.250,10105,0,2,1,0
14.18.112.247,10106,22,3,24,22
14.18.112.246,10107,166,3,273,177
14.18.112.244,10108,1,3,3,1
14.18.112.243,10109,1,1,0,1
14.18.112.242,10110,0,3,1,1
14.18.112.230,10111,3,3,3,3
14.18.112.228,10112,0,2,1,0
14.18.112.226,10113,0,2,1,0
14.18.112.223,10114,0,1,0,1
14.18.112.214,10115,4,1,0,4
14.18.112.213,10116,0,1,0,1
14.18.112.201,10117,0,3,1,1
14.18.112.198,10118,1,1,0,1
14.18.112.182,10119,1,1,0,1
14.18.112.154,10120,0,1,0,1
14.18.112.118,10121,4,1,0,4
14.18.112.114,10122,0,1,0,1
14.18.112.10,10123,0,1,0,1
14.18.104.246,10124,1,1,0,1
14.18.104.19,10125,0,1,0,1
14.178.216.157,10126,0,1,0,1
14.177.219.246,10127,0,2,1,0
14.177.216.221,10128,1,1,0,1
14.176.216.221,10129,0,1,0,0
14.17.219.221,10130,0,1,0,1
14.17.216.221,10131,1,1,0,1
14.17.208.221,10132,0,1,0,1
14.161.219.246,10133,0,2,1,0
14.16.88.206,10134,0,2,1,0
14.16.80.206,10135,0,2,1,0
14.16.249.225,10136,0,2,3,0
14.16.248.242,10137,0,2,2,0
14.16.233.225,10138,0,2,1,0
14.16.120.251,10139,0,1,0,0
14.16.112.58,10140,0,1,0,1
14.16.112.247,10141,0,1,0,0
14.16.112.246,10142,4,3,1,4
14.16.112.245,10143,1,1,0,1
14.16.1.31,10144,0,1,0,1
14.154.216.221,10145,0,3,1,1
14.152.88.206,10146,0,2,4,0
14.152.80.207,10147,0,2,1,0
14.152.249.225,10148,0,2,3,0
14.152.248.253,10149,0,2,1,0
14.152.248.242,10150,0,2,1,0
14.150.216.221,10151,0,2,1,0
14.15.236.221,10152,0,1,0,1
14.146.80.246,10153,1,1,0,1
14.146.248.221,10154,0,1,0,1
14.146.220.221,10155,0,1,0,0
14.146.219.205,10156,0,1,0,1
14.146.218.221,10157,1,1,0,2
14.146.216.221,10158,44,3,29,48
14.146.216.217,10159,0,3,1,1
14.146.216.205,10160,0,2,1,0
14.146.216.157,10161,1,1,0,1
14.146.209.221,10162,0,1,0,1
14.146.152.221,10163,0,3,1,1
14.146.112.30,10164,1,1,0,1
14.146.112.26,10165,0,1,0,1
14.146.112.246,10166,1,3,5,1
14.146.112.230,10167,1,1,0,1
14.146.112.209,10168,0,1,0,1
14.145.248.157,10169,1,1,0,1
14.145.220.221,10170,0,1,0,1
14.145.218.221,10171,0,1,0,1
14.145.217.221,10172,1,1,0,1
14.145.216.223,10173,0,2,1,0
14.145.216.221,10174,24,3,31,30
14.145.216.213,10175,1,1,0,1
14.145.216.205,10176,0,2,1,0
14.145.200.221,10177,0,2,1,0
14.145.152.221,10178,1,1,0,2
14.145.120.213,10179,0,2,1,0
14.144.216.253,10180,1,1,0,1
14.144.216.221,10181,1,1,0,2
14.144.0.205,10182,0,1,0,1
14.136.249.221,10183,0,2,1,0
14.135.248.247,10184,0,2,1,0
14.131.216.226,10185,0,1,0,1
14.130.216.221,10186,0,2,1,0
14.129.216.221,10187,1,3,1,1
14.124.217.221,10188,1,1,0,1
14.122.90.205,10189,1,1,0,1
14.122.154.221,10190,0,2,1,0
14.119.248.9,10191,0,1,0,1
14.118.88.220,10192,0,2,1,0
14.118.240.3,10193,0,1,0,1
14.118.240.2,10194,0,1,0,2
14.118.240.13,10195,0,1,0,1
14.118.218.221,10196,1,3,1,2
14.118.216.221,10197,8,3,32,8
14.118.216.217,10198,1,1,0,1
14.118.193.1,10199,1,1,0,1
14.118.165.199,10200,3,1,0,3
14.118.165.198,10201,0,1,0,3
14.118.164.83,10202,0,1,0,1
14.118.164.199,10203,1,1,0,1
14.118.163.114,10204,0,1,0,3
14.118.163.102,10205,0,1,0,2
14.118.162.108,10206,0,1,0,1
14.118.161.33,10207,1,1,0,1
14.118.161.3,10208,1,1,0,1
14.118.161.2,10209,4,1,0,4
14.118.161.101,10210,0,1,0,1
14.118.161.1,10211,3,1,0,3
14.118.153.221,10212,1,1,0,1
14.118.128.207,10213,0,2,3,0
14.118.128.206,10214,0,2,3,0
14.116.236.174,10215,0,1,0,1
14.116.234.196,10216,0,1,0,1
14.116.217.221,10217,8,3,10,8
14.116.206.132,10218,0,2,1,0
14.116.160.248,10219,4,1,0,4
14.116.160.247,10220,4,1,0,4
14.116.160.246,10221,0,1,0,4
14.116.160.154,10222,0,1,0,1
14.116.160.151,10223,0,1,0,3
14.116.138.3,10224,0,2,1,0
14.115.219.221,10225,1,1,0,1
14.115.218.221,10226,0,2,1,0
14.114.250.221,10227,0,2,2,0
14.114.223.221,10228,1,1,0,1
14.114.219.253,10229,1,1,0,1
14.114.219.221,10230,2,3,2,2
14.114.218.95,10231,0,1,0,1
14.114.218.253,10232,1,1,0,1
14.114.218.224,10233,0,2,1,0
14.114.218.223,10234,0,1,0,1
14.114.218.221,10235,22,3,38,30
14.114.216.224,10236,0,2,3,0
14.114.216.221,10237,1,3,4,1
14.114.201.223,10238,1,1,0,1
14.114.154.221,10239,0,1,0,2
14.114.152.224,10240,0,2,1,0
14.113.129.20,10241,0,1,0,1
14.112.218.221,10242,0,3,1,0
14.112.218.220,10243,0,1,0,1
14.112.217.221,10244,1,1,0,1
14.103.218.213,10245,0,1,0,1
14.100.3.232,10246,0,1,0,1
14.100.171.81,10247,0,2,1,0
14.1.248.151,10248,0,2,1,0
14.1.216.77,10249,0,1,0,1
14.1.216.31,10250,0,2,1,0
14.1.216.23,10251,0,1,0,1
14.1.216.226,10252,0,2,1,0
14.1.216.221,10253,0,2,2,0
14.1.216.217,10254,0,2,1,0
14.1.216.146,10255,0,2,1,0
14.1.216.137,10256,0,2,1,0
14.1.128.7,10257,0,1,0,1
14.1.128.30,10258,0,1,0,1
14.1.128.28,10259,0,1,0,1
14.1.128.26,10260,0,1,0,1
14.1.128.22,10261,0,1,0,1
14.1.128.21,10262,0,1,0,1
14.1.128.2,10263,0,1,0,1
14.1.128.13,10264,0,1,0,1
14.1.128.11,10265,0,1,0,1
14.1.0.26,10266,0,1,0,1
139.98.216.83,10267,0,1,0,1
139.8.248.253,10268,0,2,1,0
139.75.92.109,10269,0,2,1,0
139.72.216.221,10270,0,1,0,1
139.67.252.50,10271,0,2,1,0
139.67.240.2,10272,0,2,1,0
139.67.222.173,10273,0,2,1,0
139.67.220.79,10274,0,2,0,0
139.67.220.66,10275,0,2,1,0
139.67.220.57,10276,0,2,1,0
139.67.220.230,10277,0,2,1,0
139.67.220.221,10278,0,2,2,0
139.67.220.169,10279,0,1,0,1
139.67.220.162,10280,0,2,1,0
139.67.220.143,10281,0,2,1,0
139.67.220.13,10282,0,2,1,0
139.67.217.142,10283,0,2,1,0
139.67.216.226,10284,0,1,0,1
139.66.218.210,10285,0,2,1,0
139.65.216.59,10286,0,1,0,1
139.65.216.48,10287,0,2,1,0
139.65.216.31,10288,0,2,1,0
139.65.216.221,10289,0,2,1,0
139.65.128.5,10290,0,1,0,1
139.65.128.3,10291,0,1,0,1
139.65.128.22,10292,0,1,0,1
139.65.128.16,10293,0,1,0,1
139.56.88.207,10294,0,2,1,0
139.54.240.19,10295,0,1,0,1
139.54.240.153,10296,0,1,0,1
139.54.128.206,10297,0,2,1,0
139.52.204.189,10298,0,2,1,0
139.52.138.3,10299,0,2,3,0
139.50.218.221,10300,0,2,1,0
139.50.112.246,10301,1,1,0,1
139.39.216.247,10302,0,2,1,0
139.33.219.246,10303,0,2,1,0
139.240.240.35,10304,0,1,0,1
139.24.88.207,10305,0,2,1,0
139.24.88.206,10306,0,2,1,0
139.24.248.253,10307,0,2,1,0
139.24.248.242,10308,0,2,2,0
139.22.112.246,10309,0,2,1,0
139.22.0.190,10310,0,1,0,1
139.2.112.26,10311,0,2,1,0
139.2.112.246,10312,0,2,2,0
139.195.220.175,10313,0,2,1,0
139.18.114.246,10314,0,1,0,0
139.18.112.246,10315,3,3,1,3
139.146.152.157,10316,0,1,0,1
139.145.88.221,10317,1,1,0,1
139.145.216.221,10318,0,2,1,0
139.118.240.35,10319,0,1,0,1
139.118.216.221,10320,1,3,1,1
139.1.216.37,10321,0,2,1,0
139.1.216.221,10322,0,2,1,0
138.99.92.50,10323,0,2,1,0
138.99.252.83,10324,0,2,1,0
138.99.252.49,10325,0,2,1,0
138.99.240.2,10326,0,1,0,1
138.99.222.74,10327,0,2,1,0
138.99.220.98,10328,0,2,1,0
138.99.220.54,10329,0,1,0,1
138.99.220.48,10330,0,1,0,1
138.99.220.46,10331,0,2,1,0
138.99.220.26,10332,0,1,0,1
138.99.220.25,10333,0,2,1,0
138.99.220.229,10334,0,2,1,0
138.99.220.221,10335,0,2,1,0
138.99.220.178,10336,0,2,1,0
138.99.220.161,10337,0,2,1,0
138.99.220.152,10338,0,2,1,0
138.99.220.142,10339,0,1,0,1
138.99.220.126,10340,0,2,1,0
138.99.220.110,10341,0,2,1,0
138.99.216.226,10342,1,3,1,1
138.99.216.221,10343,1,1,0,1
138.99.156.129,10344,0,2,1,0
138.98.220.0,10345,0,2,2,0
138.97.216.65,10346,0,2,1,0
138.97.216.33,10347,0,1,0,1
138.97.216.226,10348,0,2,1,0
138.97.216.221,10349,0,2,1,0
138.97.216.154,10350,0,2,1,0
138.97.216.146,10351,0,2,1,0
138.97.128.9,10352,0,1,0,1
138.97.128.3,10353,0,1,0,1
138.97.128.17,10354,0,1,0,1
138.96.1.21,10355,0,1,0,1
138.94.112.251,10356,0,1,0,1
138.90.112.247,10357,1,1,0,1
138.88.249.221,10358,0,2,0,0
138.88.248.253,10359,0,2,1,0
138.88.248.242,10360,0,2,2,0
138.86.88.221,10361,0,2,1,0
138.86.218.221,10362,0,1,0,1
138.83.92.229,10363,0,2,1,0
138.83.220.67,10364,0,2,1,0
138.83.220.60,10365,0,2,1,0
138.83.220.57,10366,0,2,1,0
138.83.220.52,10367,0,2,1,0
138.83.220.44,10368,0,2,2,0
138.83.220.228,10369,0,2,1,0
138.83.220.17,10370,0,2,1,0
138.83.220.145,10371,0,2,1,0
138.83.220.136,10372,0,2,1,0
138.83.220.134,10373,0,1,0,1
138.83.216.226,10374,1,3,1,1
138.83.216.221,10375,0,2,1,0
138.82.80.26,10376,0,1,0,1
138.82.220.158,10377,0,1,0,1
138.82.218.221,10378,1,1,0,1
138.82.218.218,10379,0,2,1,0
138.82.112.26,10380,0,1,0,1
138.82.112.246,10381,6,3,3,6
138.82.112.245,10382,0,1,0,1
138.81.220.140,10383,0,2,1,0
138.81.216.80,10384,0,2,1,0
138.81.216.76,10385,0,2,1,0
138.81.216.226,10386,0,2,1,0
138.81.216.221,10387,0,2,2,0
138.81.128.9,10388,0,1,0,1
138.81.128.7,10389,0,1,0,1
138.81.128.3,10390,0,1,0,1
138.81.128.20,10391,0,1,0,1
138.81.128.13,10392,0,1,0,1
138.81.128.12,10393,0,1,0,1
138.8.88.207,10394,0,2,6,0
138.8.88.206,10395,0,2,2,0
138.8.249.225,10396,0,2,2,0
138.8.249.221,10397,0,2,1,0
138.8.248.253,10398,0,2,1,0
138.8.248.242,10399,0,2,1,0
138.8.216.207,10400,0,2,1,0
138.79.80.99,10401,0,1,0,1
138.79.220.137,10402,0,2,1,0
138.79.105.99,10403,0,1,0,3
138.79.105.97,10404,0,1,0,1
138.79.105.50,10405,0,1,0,1
138.79.105.230,10406,0,1,0,1
138.78.96.99,10407,0,1,0,1
138.78.75.132,10408,0,1,0,1
138.78.112.99,10409,0,3,1,8
138.78.112.251,10410,0,1,0,10
138.78.112.187,10411,0,1,0,1
138.78.112.103,10412,0,1,0,1
138.78.105.99,10413,0,1,0,1
138.76.120.251,10414,0,1,0,0
138.75.92.84,10415,0,2,0,0
138.75.242.2,10416,0,2,0,0
138.75.220.94,10417,0,1,0,1
138.75.220.93,10418,0,2,1,0
138.75.220.62,10419,0,2,2,0
138.75.220.56,10420,0,2,1,0
138.75.220.55,10421,0,2,1,0
138.75.220.40,10422,0,2,1,0
138.75.220.26,10423,0,2,1,0
138.75.220.229,10424,0,3,0,1
138.75.220.228,10425,0,2,1,0
138.75.220.22,10426,0,3,1,1
138.75.220.117,10427,0,2,1,0
138.75.216.98,10428,0,2,1,0
138.75.216.221,10429,1,1,0,1
138.74.114.251,10430,0,1,0,2
138.73.216.242,10431,0,2,1,0
138.73.216.226,10432,0,2,1,0
138.73.128.26,10433,0,1,0,1
138.73.128.22,10434,0,1,0,2
138.73.128.2,10435,0,1,0,1
138.72.25.164,10436,0,2,1,0
138.72.216.221,10437,0,3,1,1
138.71.92.49,10438,0,2,1,0
138.71.220.94,10439,0,2,1,0
138.71.220.92,10440,0,2,1,0
138.71.220.44,10441,0,1,0,1
138.71.220.43,10442,0,1,0,1
138.71.220.33,10443,0,2,1,0
138.71.220.237,10444,0,2,1,0
138.71.220.221,10445,0,2,3,0
138.71.220.213,10446,0,2,1,0
138.71.220.19,10447,0,2,1,0
138.71.220.178,10448,0,2,1,0
138.71.220.101,10449,0,2,1,0
138.71.220.100,10450,0,2,1,0
138.71.216.226,10451,0,1,0,1
138.70.220.23,10452,0,2,1,0
138.70.216.221,10453,0,2,3,0
138.7.216.247,10454,3,1,0,3
138.69.65.9,10455,0,1,0,1
138.69.216.33,10456,0,2,1,0
138.69.216.226,10457,0,2,1,0
138.69.216.113,10458,0,1,0,1
138.69.129.22,10459,0,1,0,1
