""SRCPORT"",""DSTPORT"",""VPI1"",""VCI1"",""DSTID"",""SRCID"",""COMBID""
445,3343,0,100,18153,17744,32197
445,3343,0,100,18297,28366,3805
445,3344,0,94,21855,23348,1018
445,3344,0,100,18219,28366,154
445,3344,0,100,21854,26188,744
445,3344,0,100,21855,26188,507
445,3345,0,94,21852,23348,567
445,3345,0,100,21864,26188,1056
445,3346,0,94,21851,23348,48
445,3346,0,100,21851,26188,52
445,3347,0,94,21852,23348,567
445,3347,0,94,21854,23348,627
445,3347,0,100,18154,28366,33132
445,3347,0,100,18340,28366,332
445,3347,0,100,21855,26188,507
445,3348,0,94,21851,23348,48
445,3348,0,94,21853,23348,552
445,3348,0,100,18155,28366,24299
445,3348,0,100,21852,26188,576
445,3348,0,100,21856,26188,984
445,3349,0,94,21853,23348,552
445,3349,0,94,21864,23348,1024
445,3349,0,100,18297,28366,3805
445,3349,0,100,21851,26188,52
445,3349,0,100,21855,26188,507
445,3350,0,94,21855,23348,1018
445,3350,0,100,21853,26188,315
445,3351,0,94,21856,23348,470
445,3351,0,100,21852,26188,576
445,3352,0,94,21856,23348,470
445,3352,0,100,18340,28366,332
445,3353,0,94,21850,23348,626
445,3353,0,100,18154,28366,33132
445,3353,0,100,18296,28366,37638
445,3353,0,100,18314,28366,33968
445,3353,0,100,21851,26188,52
445,3353,0,100,21853,26188,315
445,3354,0,94,21851,23348,48
445,3354,0,94,21855,23348,1018
445,3354,0,100,18357,28366,22103
445,3354,0,100,20879,28366,55685
445,3355,0,94,21852,23348,567
445,3355,0,100,18340,28366,332
445,3355,0,100,21854,26188,744
445,3356,0,94,21864,23348,1024
445,3356,0,100,18130,28366,32801
445,3357,0,100,18155,28366,24299
445,3357,0,100,20714,28366,5152
445,3357,0,100,21850,26188,575
445,3358,0,94,21851,23348,48
445,3358,0,100,21856,26188,984
445,3359,0,94,21853,23348,552
445,3359,0,94,21856,23348,470
445,3359,0,100,18279,28366,403
445,3360,0,94,21851,23348,48
445,3360,0,94,21854,23348,627
445,3360,0,100,21850,26188,575
445,3360,0,100,21851,26188,52
445,3360,0,100,21853,26188,315
445,3361,0,94,21853,23348,552
445,3361,0,94,21854,23348,627
445,3361,0,100,18296,28366,37638
445,3361,0,100,21850,26188,575
445,3361,0,100,21856,26188,984
445,3362,0,94,21850,23348,626
445,3362,0,94,21856,23348,470
445,3362,0,100,21850,26188,575
445,3363,0,94,21850,23348,626
445,3363,0,94,21853,23348,552
445,3363,0,94,21864,23348,1024
445,3363,0,100,20835,28366,32727
445,3363,0,100,21855,26188,507
445,3364,0,100,21850,26188,575
445,3364,0,100,21851,26188,52
445,3364,0,100,21856,26188,984
445,3365,0,100,18314,28366,33968
445,3365,0,100,21850,26188,575
445,3365,0,100,21856,26188,984
445,3366,0,94,21856,23348,470
445,3366,0,100,18279,28366,403
445,3366,0,100,18297,28366,3805
445,3366,0,100,21851,26188,52
445,3367,0,94,21851,23348,48
445,3367,0,94,21853,23348,552
445,3367,0,94,21854,23348,627
445,3367,0,94,21856,23348,470
445,3367,0,100,21853,26188,315
445,3368,0,100,18169,28366,4493
445,3368,0,100,18217,28366,31928
445,3368,0,100,18280,28366,401
445,3368,0,100,21854,26188,744
445,3369,0,94,21852,23348,567
445,3369,0,94,21854,23348,627
445,3369,0,94,21856,23348,470
445,3370,0,94,21855,23348,1018
445,3370,0,100,21850,26188,575
445,3370,0,100,21856,26188,984
445,3371,0,100,21855,26188,507
445,3372,0,94,21851,23348,48
445,3372,0,94,21853,23348,552
445,3372,0,100,18172,28366,31688
445,3372,0,100,18279,28366,403
445,3372,0,100,18296,28366,37638
445,3372,0,100,21856,26188,984
445,3373,0,94,21850,23348,626
445,3373,0,94,21855,23348,1018
445,3373,0,100,20714,28366,5152
445,3373,0,100,21853,26188,315
445,3373,0,100,21855,26188,507
445,3374,0,94,21856,23348,470
445,3374,0,100,18279,28366,403
445,3374,0,100,18329,28366,4859
445,3374,0,100,21850,26188,575
445,3374,0,100,21864,26188,1056
445,3375,0,94,21854,23348,627
445,3375,0,100,21864,26188,1056
445,3376,0,94,21852,23348,567
445,3376,0,100,18130,28366,32801
445,3376,0,100,18217,28366,31928
445,3377,0,94,21854,23348,627
445,3377,0,94,21856,23348,470
445,3377,0,100,21854,26188,744
445,3378,0,94,21853,23348,552
445,3378,0,94,21854,23348,627
445,3378,0,94,21856,23348,470
445,3378,0,100,18296,28366,37638
445,3379,0,94,21856,23348,470
445,3381,0,100,21853,26188,315
445,3381,0,100,21854,26188,744
445,3382,0,94,21853,23348,552
445,3382,0,94,21855,23348,1018
445,3382,0,94,21856,23348,470
445,3382,0,100,18154,28366,33132
445,3382,0,100,18155,28366,24299
445,3382,0,100,18169,28366,4493
445,3382,0,100,21852,26188,576
445,3382,0,100,21864,26188,1056
445,3383,0,94,21850,23348,626
445,3383,0,94,21852,23348,567
445,3383,0,100,18357,28366,22103
445,3383,0,100,21855,26188,507
445,3384,0,94,21851,23348,48
445,3384,0,94,21856,23348,470
445,3384,0,100,18340,28366,332
445,3385,0,94,21853,23348,552
445,3385,0,94,21854,23348,627
445,3385,0,100,21850,26188,575
445,3385,0,100,21851,26188,52
445,3386,0,94,21854,23348,627
445,3386,0,100,18154,28366,33132
445,3386,0,100,21853,26188,315
445,3388,0,94,21853,23348,552
445,3388,0,94,21856,23348,470
445,3388,0,100,18154,28366,33132
445,3388,0,100,21864,26188,1056
445,3389,0,94,21853,23348,552
445,3389,0,94,21856,23348,470
445,3389,0,100,18297,28366,3805
445,3389,0,100,21853,26188,315
445,3390,0,100,18154,28366,33132
445,3390,0,100,21851,26188,52
445,3391,0,94,21851,23348,48
445,3391,0,94,21852,23348,567
445,3391,0,94,21864,23348,1024
445,3391,0,100,21864,26188,1056
445,3392,0,100,18124,28366,52763
445,3392,0,100,18352,28366,32023
445,3392,0,100,21854,26188,744
445,3392,0,100,21856,26188,984
445,3393,0,94,21850,23348,626
445,3393,0,94,21854,23348,627
445,3393,0,94,21855,23348,1018
445,3393,0,94,21856,23348,470
445,3393,0,100,21855,26188,507
445,3394,0,94,21850,23348,626
445,3394,0,100,21853,26188,315
445,3394,0,100,21855,26188,507
445,3395,0,94,21853,23348,552
445,3395,0,94,21854,23348,627
445,3395,0,94,21855,23348,1018
445,3395,0,100,18156,28366,34073
445,3395,0,100,18352,28366,32023
445,3395,0,100,21864,26188,1056
445,3396,0,94,21855,23348,1018
445,3396,0,100,18154,25429,61775
445,3396,0,100,18155,28366,24299
445,3396,0,100,21854,26188,744
445,3397,0,94,21852,23348,567
445,3397,0,94,21853,23348,552
445,3397,0,94,21854,23348,627
445,3397,0,94,21856,23348,470
445,3397,0,94,21864,23348,1024
445,3398,0,100,21851,26188,52
445,3398,0,100,21864,26188,1056
445,3399,0,94,21855,23348,1018
445,3399,0,94,21856,23348,470
445,3399,0,100,18279,28366,403
445,3399,0,100,21853,26188,315
445,3399,0,100,21855,26188,507
445,3400,0,94,21851,23348,48
445,3400,0,100,18172,28366,31688
445,3400,0,100,20667,28366,6357
445,3400,0,100,21853,26188,315
445,3401,0,94,21853,23348,552
445,3401,0,94,21856,23348,470
445,3401,0,100,18169,28366,4493
445,3401,0,100,21850,26188,575
445,3401,0,100,21852,26188,576
445,3401,0,100,21856,26188,984
445,3402,0,94,21851,23348,48
445,3402,0,94,21852,23348,567
445,3402,0,94,21855,23348,1018
445,3402,0,94,21864,23348,1024
445,3403,0,94,21855,23348,1018
445,3403,0,94,21864,23348,1024
445,3403,0,100,18171,28366,32412
445,3403,0,100,18296,28366,37638
445,3403,0,100,21855,26188,507
445,3403,0,100,21856,26188,984
445,3404,0,94,21850,23348,626
445,3404,0,94,21851,23348,48
445,3404,0,94,21852,23348,567
445,3405,0,94,21854,23348,627
445,3406,0,94,21854,23348,627
445,3406,0,94,21864,23348,1024
445,3407,0,94,21856,23348,470
445,3407,0,100,18300,28366,39194
445,3408,0,94,21850,23348,626
445,3408,0,94,21852,23348,567
445,3408,0,100,20667,28366,6357
445,3408,0,100,21854,26188,744
445,3408,0,100,21864,26188,1056
445,3409,0,94,21852,23348,567
445,3409,0,94,21856,23348,470
445,3409,0,100,20667,28366,6357
445,3409,0,100,21853,26188,315
445,3409,0,100,21864,26188,1056
445,3410,0,94,21856,23348,470
445,3410,0,100,18154,28366,33132
445,3410,0,100,18217,28366,31928
445,3410,0,100,18301,28366,34831
445,3410,0,100,18357,28366,22103
445,3411,0,94,21853,23348,552
445,3411,0,100,21850,26188,575
445,3412,0,94,21850,23348,626
445,3412,0,94,21851,23348,48
445,3412,0,94,21855,23348,1018
445,3412,0,94,21856,23348,470
445,3412,0,100,20879,28366,55685
445,3412,0,100,21853,26188,315
445,3412,0,100,21864,26188,1056
445,3413,0,94,21855,23348,1018
445,3413,0,100,18280,28366,401
445,3413,0,100,18296,28366,37638
445,3413,0,100,21851,26188,52
445,3414,0,94,21864,23348,1024
445,3414,0,100,21851,26188,52
445,3415,0,94,21851,23348,48
445,3415,0,94,21854,23348,627
445,3415,0,100,21850,26188,575
445,3415,0,100,21856,26188,984
445,3415,0,100,21864,26188,1056
445,3416,0,94,21850,23348,626
445,3416,0,100,21864,26188,1056
445,3417,0,94,21855,23348,1018
445,3417,0,100,18130,28366,32801
445,3417,0,100,18155,28366,24299
445,3417,0,100,21850,26188,575
445,3418,0,94,21854,23348,627
445,3418,0,100,21855,26188,507
445,3418,0,100,21864,26188,1056
445,3419,0,94,21852,23348,567
445,3419,0,94,21856,23348,470
445,3419,0,100,18154,28366,33132
445,3419,0,100,21852,26188,576
445,3419,0,100,21855,26188,507
445,3420,0,94,21853,23348,552
445,3420,0,94,21856,23348,470
445,3420,0,100,18169,28366,4493
445,3420,0,100,18186,28366,32981
445,3420,0,100,18279,28366,403
445,3420,0,100,18357,28366,22103
445,3421,0,100,21850,26188,575
445,3421,0,100,21851,26188,52
445,3421,0,100,21864,26188,1056
445,3422,0,94,21853,23348,552
445,3422,0,94,21864,23348,1024
445,3422,0,100,21853,26188,315
445,3422,0,100,21855,26188,507
445,3423,0,94,21853,23348,552
445,3423,0,94,21856,23348,470
445,3423,0,100,18279,28366,403
445,3423,0,100,18296,28366,37638
445,3423,0,100,21853,26188,315
445,3424,0,94,21864,23348,1024
445,3424,0,100,18217,28366,31928
445,3424,0,100,21853,26188,315
445,3425,0,94,21854,23348,627
445,3425,0,94,21855,23348,1018
445,3425,0,100,21864,26188,1056
445,3426,0,94,21854,23348,627
445,3426,0,100,21850,26188,575
445,3427,0,94,21854,23348,627
445,3427,0,94,21856,23348,470
445,3427,0,94,21864,23348,1024
445,3428,0,94,21856,23348,470
445,3428,0,100,18297,28366,3805
445,3428,0,100,20835,29544,59431
445,3428,0,100,21850,26188,575
445,3428,0,100,21856,26188,984
445,3428,0,100,21864,26188,1056
445,3429,0,94,21852,23348,567
445,3429,0,94,21855,23348,1018
445,3430,0,100,18130,28366,32801
445,3430,0,100,21851,26188,52
445,3431,0,94,21851,23348,48
445,3431,0,94,21854,23348,627
445,3431,0,100,18172,28366,31688
445,3431,0,100,18352,28366,32023
445,3431,0,100,20834,28366,31176
445,3431,0,100,21854,26188,744
445,3431,0,100,21855,26188,507
445,3432,0,94,21852,23348,567
445,3432,0,94,21854,23348,627
445,3433,0,94,21851,23348,48
445,3433,0,94,21864,23348,1024
445,3434,0,94,21854,23348,627
445,3434,0,94,21856,23348,470
445,3434,0,94,21864,23348,1024
445,3434,0,100,18357,28366,22103
445,3435,0,94,21854,23348,627
445,3435,0,100,21856,26188,984
445,3435,0,100,21864,26188,1056
445,3436,0,94,21853,23348,552
445,3436,0,94,21855,23348,1018
445,3436,0,100,21864,26188,1056
445,3437,0,100,21855,26188,507
445,3438,0,100,21853,26188,315
445,3439,0,94,21853,23348,552
445,3439,0,94,21854,23348,627
445,3439,0,94,21856,23348,470
445,3439,0,94,21864,23348,1024
445,3439,0,100,18155,28366,24299
445,3439,0,100,21850,26188,575
445,3439,0,100,21853,26188,315
445,3439,0,100,21855,26188,507
445,3440,0,94,21856,23348,470
445,3441,0,94,21852,23348,567
445,3441,0,94,21855,23348,1018
445,3441,0,100,18297,28366,3805
445,3441,0,100,21854,26188,744
445,3441,0,100,21856,26188,984
445,3441,0,100,21864,26188,1056
445,3442,0,100,21854,26188,744
445,3443,0,94,21856,23348,470
445,3443,0,100,18219,28366,154
445,3443,0,100,21864,26188,1056
445,3444,0,100,18219,28366,154
445,3444,0,100,18296,28366,37638
445,3444,0,100,21864,26188,1056
445,3445,0,94,21852,23348,567
445,3445,0,94,21855,23348,1018
445,3445,0,100,21851,26188,52
445,3446,0,100,18340,28366,332
445,3446,0,100,21853,26188,315
445,3447,0,94,21853,23348,552
445,3447,0,94,21856,23348,470
445,3447,0,100,18155,28366,24299
445,3448,0,94,21854,23348,627
445,3448,0,94,21856,23348,470
445,3449,0,100,18301,28366,34831
445,3449,0,100,21854,26188,744
445,3449,0,100,21856,26188,984
445,3450,0,100,18340,28366,332
445,3450,0,100,21853,26188,315
445,3450,0,100,21855,26188,507
445,3451,0,100,18155,28366,24299
445,3451,0,100,18171,28366,32412
445,3451,0,100,21850,26188,575
445,3452,0,94,21855,23348,1018
445,3452,0,100,20879,28366,55685
445,3452,0,100,21864,26188,1056
445,3453,0,100,18130,28366,32801
445,3453,0,100,18296,28366,37638
445,3453,0,100,20880,28366,5184
445,3453,0,100,21856,26188,984
445,3454,0,94,21852,23348,567
445,3454,0,94,21853,23348,552
445,3454,0,94,21854,23348,627
445,3454,0,100,20714,28366,5152
445,3455,0,94,21864,23348,1024
445,3456,0,94,21853,23348,552
445,3456,0,100,18219,28366,154
445,3457,0,94,21856,23348,470
445,3458,0,94,21856,23348,470
445,3458,0,100,18219,28366,154
445,3458,0,100,21855,26188,507
445,3458,0,100,21856,26188,984
445,3459,0,94,21852,23348,567
445,3459,0,94,21854,23348,627
445,3459,0,100,20835,28366,32727
445,3460,0,94,21850,23348,626
445,3460,0,94,21854,23348,627
445,3460,0,94,21855,23348,1018
445,3460,0,94,21856,23348,470
445,3460,0,100,18186,28366,32981
445,3460,0,100,18340,28366,332
445,3460,0,100,21864,26188,1056
445,3461,0,94,21853,23348,552
445,3461,0,100,18296,28366,37638
445,3461,0,100,21850,26188,575
445,3461,0,100,21853,26188,315
445,3461,0,100,21854,26188,744
445,3462,0,94,21852,23348,567
445,3462,0,94,21864,23348,1024
445,3462,0,100,21853,26188,315
445,3462,0,100,21855,26188,507
445,3463,0,94,21853,23348,552
445,3463,0,94,21854,23348,627
445,3463,0,94,21855,23348,1018
445,3464,0,94,21854,23348,627
445,3464,0,100,18314,28366,33968
445,3464,0,100,21850,26188,575
445,3464,0,100,21864,26188,1056
445,3465,0,94,21850,23348,626
445,3465,0,94,21853,23348,552
445,3465,0,94,21856,23348,470
445,3465,0,100,21855,26188,507
445,3466,0,94,21853,23348,552
445,3466,0,100,18357,28366,22103
445,3467,0,94,21855,23348,1018
445,3467,0,100,18171,28366,32412
445,3468,0,94,21854,23348,627
445,3469,0,94,21854,23348,627
445,3469,0,94,21855,23348,1018
445,3469,0,94,21856,23348,470
445,3469,0,100,18296,28366,37638
445,3470,0,94,21851,23348,48
445,3470,0,94,21854,23348,627
445,3470,0,100,18156,28366,34073
445,3470,0,100,21850,26188,575
445,3471,0,100,21850,26188,575
445,3471,0,100,21851,26188,52
445,3471,0,100,21855,26188,507
445,3472,0,94,21852,23348,567
445,3472,0,94,21855,23348,1018
445,3472,0,94,21856,23348,470
445,3472,0,100,20879,28366,55685
445,3472,0,100,21853,26188,315
445,3473,0,94,21851,23348,48
445,3473,0,94,21853,23348,552
445,3473,0,94,21856,23348,470
445,3473,0,100,18279,28366,403
445,3473,0,100,21864,26188,1056
445,3474,0,94,21854,23348,627
445,3474,0,100,21853,26188,315
445,3474,0,100,21856,26188,984
445,3474,0,100,21864,26188,1056
445,3475,0,94,21853,23348,552
445,3475,0,100,21864,26188,1056
445,3476,0,100,21854,26188,744
445,3476,0,100,21855,26188,507
445,3477,0,94,21853,23348,552
445,3477,0,94,21854,23348,627
445,3477,0,94,21855,23348,1018
445,3477,0,100,21850,26188,575
445,3478,0,94,21856,23348,470
445,3479,0,94,21852,23348,567
445,3480,0,94,21853,23348,552
445,3480,0,94,21854,23348,627
445,3480,0,94,21855,23348,1018
445,3480,0,94,21856,23348,470
445,3480,0,100,21856,26188,984
445,3481,0,94,21854,23348,627
445,3481,0,100,21850,26188,575
445,3481,0,100,21855,26188,507
445,3482,0,94,21850,23348,626
445,3482,0,94,21851,23348,48
445,3482,0,100,18123,28366,37398
445,3483,0,94,21852,23348,567
445,3483,0,94,21855,23348,1018
445,3483,0,100,18172,28366,31688
445,3483,0,100,21850,26188,575
445,3483,0,100,21853,26188,315
445,3484,0,100,18155,28366,24299
445,3484,0,100,21864,26188,1056
445,3485,0,100,21852,26188,576
445,3486,0,94,21852,23348,567
445,3486,0,100,21853,26188,315
445,3486,0,100,21855,26188,507
445,3487,0,94,21855,23348,1018
445,3487,0,100,20714,28366,5152
445,3487,0,100,21854,26188,744
445,3487,0,100,21856,26188,984
445,3488,0,100,18154,28366,33132
445,3489,0,94,21854,23348,627
445,3489,0,94,21855,23348,1018
445,3489,0,94,21856,23348,470
445,3489,0,94,21864,23348,1024
445,3489,0,100,21853,26188,315
445,3490,0,94,21864,23348,1024
445,3490,0,100,21850,26188,575
445,3491,0,100,21855,26188,507
445,3492,0,94,21853,23348,552
445,3492,0,94,21855,23348,1018
445,3492,0,100,21851,26188,52
445,3492,0,100,21864,26188,1056
445,3493,0,94,21852,23348,567
445,3493,0,94,21853,23348,552
445,3493,0,94,21855,23348,1018
445,3493,0,100,18155,28366,24299
445,3493,0,100,18217,28366,31928
445,3493,0,100,21850,26188,575
445,3494,0,94,21853,23348,552
445,3494,0,94,21854,23348,627
445,3494,0,100,18124,28366,52763
445,3494,0,100,18279,28366,403
445,3494,0,100,21856,26188,984
445,3494,0,100,21864,26188,1056
445,3495,0,94,21855,23348,1018
445,3495,0,100,18329,29544,60926
445,3495,0,100,18352,28366,32023
445,3495,0,100,21855,26188,507
445,3496,0,100,21864,26188,1056
445,3497,0,100,18296,28366,37638
445,3497,0,100,18357,28366,22103
445,3497,0,100,21850,26188,575
445,3497,0,100,21853,26188,315
445,3497,0,100,21855,26188,507
445,3497,0,100,21864,26188,1056
445,3498,0,94,21854,23348,627
445,3498,0,100,18123,28366,37398
445,3498,0,100,18219,28366,154
445,3498,0,100,20668,28366,42546
445,3498,0,100,21854,26188,744
445,3498,0,100,21856,26188,984
445,3499,0,94,21851,23348,48
445,3499,0,94,21853,23348,552
445,3499,0,94,21854,23348,627
445,3499,0,100,21850,26188,575
445,3499,0,100,21855,26188,507
445,3501,0,94,21856,23348,470
445,3501,0,100,21853,26188,315
445,3501,0,100,21864,26188,1056
445,3502,0,94,21853,23348,552
445,3502,0,94,21855,23348,1018
445,3502,0,94,21864,23348,1024
445,3502,0,100,18300,28366,39194
445,3502,0,100,21853,26188,315
445,3503,0,94,21852,23348,567
445,3503,0,94,21853,23348,552
445,3503,0,94,21854,23348,627
445,3503,0,94,21855,23348,1018
445,3503,0,100,18296,28366,37638
445,3503,0,100,21850,26188,575
445,3504,0,94,21853,23348,552
445,3504,0,100,18154,28366,33132
445,3504,0,100,21855,26188,507
445,3504,0,100,21864,26188,1056
445,3505,0,100,18280,28366,401
445,3505,0,100,18340,28366,332
445,3505,0,100,21856,26188,984
445,3506,0,94,21850,23348,626
445,3506,0,94,21855,23348,1018
445,3507,0,94,21852,23348,567
445,3507,0,94,21854,23348,627
445,3507,0,94,21855,23348,1018
445,3507,0,94,21856,23348,470
445,3507,0,100,21853,26188,315
445,3508,0,94,21854,23348,627
445,3509,0,94,21850,23348,626
445,3509,0,100,21850,26188,575
445,3509,0,100,21855,26188,507
445,3510,0,100,18300,28366,39194
445,3510,0,100,21850,26188,575
445,3511,0,100,18158,28366,26098
445,3511,0,100,20834,28366,31176
445,3511,0,100,21850,26188,575
445,3511,0,100,21853,26188,315
445,3511,0,100,21864,26188,1056
445,3512,0,94,21853,23348,552
445,3512,0,100,18169,28366,4493
445,3512,0,100,18279,28366,403
445,3512,0,100,21853,26188,315
445,3512,0,100,21854,26188,744
445,3513,0,94,21855,23348,1018
445,3513,0,100,21854,26188,744
445,3514,0,100,21856,26188,984
445,3515,0,94,21855,23348,1018
445,3515,0,100,18130,28366,32801
445,3515,0,100,20714,28366,5152
445,3515,0,100,21850,26188,575
445,3515,0,100,21855,26188,507
445,3516,0,94,21852,23348,567
445,3516,0,100,18353,28366,78027
445,3517,0,94,21854,23348,627
445,3517,0,100,20835,28366,32727
445,3517,0,100,21850,26188,575
445,3518,0,94,21855,23348,1018
445,3518,0,94,21864,23348,1024
445,3518,0,100,21853,26188,315
445,3518,0,100,21864,26188,1056
445,3519,0,94,21853,23348,552
445,3519,0,94,21854,23348,627
445,3519,0,94,21856,23348,470
445,3519,0,100,18172,28366,31688
445,3519,0,100,18357,28366,22103
445,3519,0,100,20875,28366,37528
445,3519,0,100,21864,26188,1056
445,3520,0,94,21854,23348,627
445,3520,0,100,21851,26188,52
445,3520,0,100,21853,26188,315
445,3520,0,100,21864,26188,1056
445,3521,0,94,21854,23348,627
445,3521,0,100,21851,26188,52
445,3521,0,100,21855,26188,507
445,3522,0,94,21851,23348,48
445,3522,0,94,21853,23348,552
445,3522,0,100,18155,28366,24299
445,3523,0,100,18279,28366,403
445,3523,0,100,18339,28366,76593
445,3523,0,100,18357,28366,22103
445,3523,0,100,21853,26188,315
445,3524,0,94,21864,23348,1024
445,3524,0,100,21854,26188,744
445,3524,0,100,21855,26188,507
445,3525,0,94,21852,23348,567
445,3525,0,94,21855,23348,1018
445,3525,0,94,21864,23348,1024
445,3525,0,100,21856,26188,984
445,3526,0,94,21864,23348,1024
445,3527,0,94,21853,23348,552
445,3527,0,94,21855,23348,1018
445,3527,0,94,21864,23348,1024
445,3528,0,100,21855,26188,507
445,3528,0,100,21864,26188,1056
445,3529,0,94,21855,23348,1018
445,3529,0,100,18340,28366,332
445,3529,0,100,21850,26188,575
445,3530,0,100,21850,26188,575
445,3530,0,100,21856,26188,984
445,3531,0,94,21853,23348,552
445,3531,0,94,21854,23348,627
445,3531,0,94,21855,23348,1018
445,3531,0,94,21856,23348,470
445,3532,0,100,21850,26188,575
445,3532,0,100,21853,26188,315
445,3533,0,100,18171,28366,32412
445,3533,0,100,18186,28366,32981
445,3534,0,100,18156,28366,34073
445,3534,0,100,18297,28366,3805
445,3534,0,100,21853,26188,315
445,3535,0,100,18159,28366,33711
445,3535,0,100,18296,28366,37638
445,3535,0,100,21850,26188,575
445,3535,0,100,21854,26188,744
445,3535,0,100,21864,26188,1056
445,3536,0,94,21852,23348,567
445,3536,0,94,21853,23348,552
445,3536,0,94,21854,23348,627
445,3536,0,94,21855,23348,1018
445,3536,0,94,21856,23348,470
445,3536,0,100,18154,28366,33132
445,3536,0,100,18279,28366,403
445,3537,0,94,21853,23348,552
445,3537,0,94,21856,23348,470
445,3537,0,100,18155,28366,24299
445,3537,0,100,21851,26188,52
445,3537,0,100,21856,26188,984
445,3537,0,100,21864,26188,1056
445,3538,0,94,21850,23348,626
445,3538,0,100,21855,26188,507
445,3539,0,100,18154,28366,33132
445,3539,0,100,18279,28366,403
445,3539,0,100,20875,28366,37528
445,3539,0,100,21864,26188,1056
445,3540,0,94,21855,23348,1018
445,3540,0,100,18279,28366,403
445,3540,0,100,21853,26188,315
445,3541,0,94,21851,23348,48
445,3541,0,94,21853,23348,552
445,3541,0,94,21854,23348,627
445,3541,0,94,21864,23348,1024
445,3541,0,100,18172,28366,31688
445,3541,0,100,21855,26188,507
445,3542,0,94,21856,23348,470
445,3542,0,100,21849,26188,7802
445,3543,0,94,21852,23348,567
445,3543,0,100,20879,28366,55685
445,3543,0,100,21855,26188,507
445,3544,0,94,21852,23348,567
445,3544,0,100,18171,28366,32412
445,3544,0,100,21853,26188,315
445,3545,0,94,21854,23348,627
445,3545,0,94,21855,23348,1018
445,3545,0,100,21850,26188,575
445,3545,0,100,21856,26188,984
445,3546,0,94,21854,23348,627
445,3546,0,100,21864,26188,1056
445,3547,0,94,21853,23348,552
445,3547,0,100,18156,28366,34073
445,3547,0,100,21854,26188,744
445,3548,0,100,21853,26188,315
445,3549,0,100,21850,26188,575
445,3550,0,94,21850,23348,626
445,3550,0,94,21854,23348,627
445,3550,0,94,21856,23348,470
445,3550,0,100,18314,28366,33968
445,3550,0,100,18357,28366,22103
445,3550,0,100,21851,26188,52
445,3550,0,100,21855,26188,507
445,3551,0,94,21852,23348,567
445,3551,0,94,21855,23348,1018
445,3552,0,94,21864,23348,1024
445,3552,0,100,21856,26188,984
445,3552,0,100,21864,26188,1056
445,3553,0,94,21855,23348,1018
445,3553,0,100,18130,28366,32801
445,3553,0,100,21850,26188,575
445,3554,0,94,21852,23348,567
445,3554,0,94,21854,23348,627
445,3554,0,100,18158,28366,26098
445,3555,0,94,21853,23348,552
445,3555,0,100,18155,28366,24299
445,3555,0,100,20880,28366,5184
445,3555,0,100,21850,26188,575
445,3555,0,100,21851,26188,52
445,3556,0,94,21852,23348,567
445,3556,0,100,18154,28366,33132
445,3556,0,100,21850,26188,575
445,3558,0,94,21853,23348,552
445,3558,0,94,21855,23348,1018
445,3558,0,100,21854,26188,744
445,3558,0,100,21864,26188,1056
445,3559,0,94,21853,23348,552
445,3559,0,100,18155,28366,24299
445,3559,0,100,20834,28366,31176
445,3559,0,100,21853,26188,315
445,3559,0,100,21855,26188,507
445,3560,0,94,21851,23348,48
445,3560,0,94,21852,23348,567
445,3560,0,94,21855,23348,1018
445,3560,0,94,21856,23348,470
445,3560,0,100,20835,28366,32727
445,3560,0,100,21853,26188,315
445,3561,0,100,21855,26188,507
445,3561,0,100,21856,26188,984
445,3562,0,94,21854,23348,627
445,3562,0,94,21855,23348,1018
445,3562,0,100,20835,28366,32727
445,3562,0,100,21864,26188,1056
445,3563,0,94,21854,23348,627
445,3563,0,94,21856,23348,470
445,3563,0,100,18124,28366,52763
445,3563,0,100,18154,28366,33132
445,3563,0,100,18311,28366,26271
445,3563,0,100,21851,26188,52
445,3563,0,100,21856,26188,984
445,3564,0,94,21852,23348,567
445,3564,0,94,21855,23348,1018
445,3564,0,94,21856,23348,470
445,3564,0,100,18340,28366,332
445,3565,0,100,18169,28366,4493
445,3565,0,100,21850,26188,575
445,3565,0,100,21853,26188,315
445,3566,0,94,21855,23348,1018
445,3567,0,100,21850,26188,575
445,3567,0,100,21851,26188,52
445,3567,0,100,21855,26188,507
445,3568,0,100,18154,28366,33132
445,3568,0,100,21864,26188,1056
445,3569,0,100,21850,26188,575
445,3569,0,100,21864,26188,1056
445,3570,0,94,21850,23348,626
445,3570,0,94,21853,23348,552
445,3570,0,100,21853,26188,315
445,3570,0,100,21855,26188,507
445,3571,0,94,21854,23348,627
445,3571,0,100,18296,28366,37638
445,3571,0,100,18352,28366,32023
445,3571,0,100,21855,26188,507
445,3572,0,94,21853,23348,552
445,3572,0,94,21855,23348,1018
445,3572,0,100,18122,28366,23683
445,3572,0,100,18172,28366,31688
445,3572,0,100,21854,26188,744
445,3573,0,94,21854,23348,627
445,3573,0,100,18123,28366,37398
445,3573,0,100,21853,26188,315
445,3573,0,100,21864,26188,1056
445,3574,0,94,21855,23348,1018
445,3574,0,100,21856,26188,984
445,3575,0,94,21855,23348,1018
445,3575,0,100,21850,26188,575
445,3575,0,100,21851,26188,52
445,3575,0,100,21856,26188,984
445,3576,0,94,21851,23348,48
445,3576,0,100,21853,26188,315
445,3577,0,94,21851,23348,48
445,3577,0,94,21855,23348,1018
445,3578,0,94,21851,23348,48
445,3578,0,94,21852,23348,567
445,3578,0,94,21853,23348,552
